mol_id,smiles,NR-AR-LBD,NR-AR,NR-PPAR-gamma,NR-ER,NR-Aromatase,SR-MMP,SR-p53,NR-AhR,SR-ARE,NR-ER-LBD,SR-HSE,SR-ATAD5
TOX23915,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,0,,0,,,1,0,0,1,0,1,0
TOX24904,Cc1cc(C(c2ccc(Nc3ccc(S(=O)(=O)[O-])cc3)cc2)=C2C=CC(=Nc3ccc(S(=O)(=O)[O-])cc3S(=O)(=O)O)C=C2)ccc1N,0,0,0,0,0,0,0,0,0,0,0,0
TOX24905,CC1(C)CC(=O)CC(C)(C)N1[O],0,0,0,0,,0,0,0,0,0,0,0
TOX24900,OCC1CCC2C3CC(CC3CO)C12,0,0,0,0,0,0,0,0,0,0,0,0
TOX24901,C=CCOC(=O)c1ccc(C(=O)OCC=C)c(C(=O)OCC=C)c1,0,0,,0,0,0,0,0,0,0,0,0
TOX24902,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-],0,0,0,0,0,0,0,0,0,0,0,0
TOX24903,CCOC(=O)/C=C(\C)O[Ti](O/C(C)=C/C(=O)OCC)(OC(C)C)OC(C)C,0,0,0,0,0,0,0,0,,0,,0
TOX24908,CC1(C)C(O)C(C)(C)C1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX25710,CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX25345,CC[C@@H](CO)NCCN[C@@H](CC)CO,0,0,0,0,0,0,0,0,0,0,0,0
TOX25711,COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0,0,0,0,0,0,0,1,,0,,0
TOX22424,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,0,1,0,0,0,0,0,0,0,0,0,0
TOX2993,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,0,0,0,0,0,0,0,0,,0,,0
TOX22426,O=C(O)CC(C(=O)O)S(=O)(=O)O,0,0,0,0,0,0,0,0,0,0,,0
TOX2624,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN,0,0,0,1,0,0,0,0,,0,,0
TOX2994,CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,,,,,,,,,0,,0,
TOX2628,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0,0,0,0,0,,0,0,0,0,0,0
TOX25437,CC(C)(C)NCC(O)c1cc(O)cc(O)c1.CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0,0,0,0,0,0,0,0,0,0,0,0
TOX2998,C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1,1,0,1,0,,0,0,,1,,0
TOX2999,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,1,1,0,1,0,1,0,0,0,1,,0
TOX25343,O=C(NN=Cc1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,,,,,,,,,1,,0,
TOX22422,OCC(O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1715,CC1=CC(=O)c2ccccc2C1=O,0,0,0,,0,,1,1,1,,,0
TOX1717,Cc1cc(O)ccc1Cl,0,0,0,1,0,1,0,0,0,0,0,0
TOX1716,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,0,0,0,,,1,1,1,1,0,0,0
TOX1718,c1ccc(CC2=NCCN2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX25763,COC(=O)[C@@H](N)Cc1ccc(O)c(O)c1,0,0,0,0,0,0,0,,0,0,0,0
TOX25762,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc32)c1,0,0,0,0,,0,0,0,,0,0,0
TOX25767,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,0,0,0,0,0,,0,1,0,0,0,0
TOX25766,CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC,0,0,0,0,0,0,0,,,0,,0
TOX25765,NCCCC(N)(C(=O)O)C(F)F,0,0,0,0,0,,0,0,0,0,0,0
TOX25764,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](OS(=O)(=O)[O-])CC[C@@]43C)[C@@H]1CCC2=O,0,1,0,1,0,0,0,0,,0,,0
TOX25769,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2CC)c1O,0,0,,1,1,,0,0,0,0,0,0
TOX25768,CCCCCCCCCCCCCCC[C@H](O)[C@@H](N)CO,0,0,0,0,0,,0,,0,0,0,0
TOX16646,CCCCCCC(O)CO,0,0,0,0,,0,0,0,0,0,0,0
TOX2193,C=C(C)C(=O)OCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX2191,C=C(C)C(=O)OCC1CCCO1,0,0,0,0,0,0,0,0,0,0,0,0
TOX2194,C=CC(=O)OCCCCCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX12615,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0,0,0,0,0,0,0,0,0,0,0,0
TOX12614,CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0,0,0,0,0,,0,0,0,0,0,0
TOX12611,CCCSP(=O)(OCC)SCCC,0,0,0,0,0,0,0,0,0,0,0,0
TOX12610,CCOc1ccc(C(C)(C)COCc2cccc(Oc3ccccc3)c2)cc1,0,0,0,0,0,0,0,0,,0,0,0
TOX12345,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,,0,,,,,,,1,0,,
TOX12344,CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,0,0,0,,1,1,,0,,0,0,0
TOX12348,O=C(C(c1ccccc1)c1ccc(Cl)cc1)C1C(=O)c2ccccc2C1=O,0,0,,0,,1,,,,0,,
TOX12619,CC(C)(C)N(NC(=O)c1ccc(Cl)cc1)C(=O)c1ccccc1,0,0,0,,0,1,0,0,0,0,0,0
TOX25506,O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX25502,CCOC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1,1,,0,,,0,,,0,,0
TOX25500,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX16508,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,1,0,,,0,0,0,,0,0,0
TOX25508,C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1135,Oc1ccc2ccccc2c1/N=N/c1ccccc1,0,0,0,1,0,1,0,1,1,0,0,0
TOX3576,O=C(O)c1cc(O)c2c(c1)[C@H]([C@@H]1c3cccc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3C(=O)c3c(O)cc(C(=O)O)cc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,0,0,0,0,0,0,0,0,,0,,0
TOX3572,O=C(O)c1ccccc1OC(=O)c1ccccc1O,0,0,0,1,0,0,0,0,0,0,0,0
TOX3571,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,0,0,,,,,0,0,,0,,0
TOX3819,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX7007,CCC(=O)OC(=O)CC,0,0,0,0,0,0,0,0,,0,0,0
TOX3719,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,0,0,1,,,1,1,0,1,0,1,0
TOX3718,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX3713,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX3712,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,0,0,0,0,0,0,0,0,0,0,0,0
TOX3716,Cc1cc2cc3c(C)cc(=O)oc3c(C)c2o1,0,0,0,0,0,0,0,,0,0,0,0
TOX4291,CCOP(=S)(OCC)Oc1cnc2ccccc2n1,0,0,0,1,0,0,0,1,0,1,0,0
TOX4926,Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,,,,,,,,,0,,0,
TOX4921,NC1CCC(CC2CCC(N)CC2)CC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX4923,N#C/C(N)=C(/N)C#N,0,0,0,0,0,0,0,1,0,0,0,0
TOX4922,NCCCCCCN,0,0,0,0,0,0,0,0,0,0,0,0
TOX4299,C[C@H]1[C@H](c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,0,0,,,0,,0,0,1,0,0,0
TOX166,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,,0,1,,,1,,,1,,1,0
TOX167,CC(CCl)OC(C)CCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX164,OCC(CO)(CBr)CBr,0,0,0,0,0,0,0,0,0,0,0,0
TOX160,Cc1c(COC(=O)C2C(/C=C(\Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,0,0,0,0,0,,0,0,0,0,0,0
TOX161,c1ccc(-c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX168,ClCCOCCCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX2559,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0,0,0,0,,,,,,0,,0
TOX17272,Nc1c2ccccc2nc2c1CCCC2,0,0,0,0,0,0,0,1,0,0,0,0
TOX5570,CNC(=O)c1ccccc1,0,0,0,0,0,0,0,0,1,0,0,0
TOX21668,c1ccc(CCc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7479,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,0,0,0,1,,,0,1,,0,0,1
TOX7471,CCCCCCCCCCCCCCCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX21502,Cc1cc(O)c(C(C)(C)C)cc1C(C)(C)C,,0,,,,1,,0,,,,
TOX3815,O=C(O)C(Br)Br,0,0,0,0,0,0,0,0,1,0,0,0
TOX21507,COc1ccc(Cl)cc1C,0,0,0,0,0,0,0,0,0,0,0,0
TOX21506,Oc1ccc(Cl)cc1C1CCCC1,0,0,0,,1,1,0,0,1,0,0,0
TOX21508,Cc1cc(Cl)ccc1N,0,0,0,0,0,,0,1,0,0,0,0
TOX31489,O=C1CCCc2c(O)cccc21,,,,,,,,,,,0,
TOX31487,CCN1CCCC1CN,,,,,,,,,0,,0,
TOX31486,CC(=O)O[C@@H]1CC2C3CCc4cc(OC(=O)c5ccccc5)ccc4C3CCC2(C)[C@H]1OC(C)=O,,,,,,,,,0,,0,
TOX31485,Oc1cccc2[nH]ccc21,,,,,,,,,,,0,
TOX31484,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c1cccc2C(F)(F)F,,,,,,,,,,,0,
TOX31483,COc1cc2nc(Cl)nc(N)c2cc1OC,,,,,,,,,0,,0,
TOX31482,O=C(O)c1ccccc1NCCc1ccccc1,,,,,,,,,0,,0,
TOX31481,CC(=O)c1cc2ccccc2s1,,,,,,,,,0,,0,
TOX31480,NC(=O)NS(=O)(=O)c1ccc(Cl)cc1,,,,,,,,,0,,0,
TOX5523,Cc1occc(=O)c1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX8040,CCC(CC)Nc1ccc(C)c(C)c1,0,0,0,0,0,0,0,,0,0,,0
TOX5527,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,1,1,0,0,,,0,0,1,0,0,0
TOX6872,CCCCN=C=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX6879,C1CCCNCC1,0,0,0,0,,0,0,0,0,0,0,0
TOX6878,OCCSCCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX11444,P#[In],0,0,0,0,0,,0,0,0,0,0,0
TOX22369,CCN(CC)c1ccc2c(c1)[o+]c1cc(N(CC)CC)ccc1c2-c1ccccc1C(=O)O,0,0,0,,,,0,0,1,0,0,0
TOX22360,O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,0,0,0,0,0,1,0,1,0,0,0,0
TOX22364,Cc1cnc2c(ccc(Cl)c2C(=O)O)c1,0,0,0,0,0,,0,0,0,0,0,0
TOX22365,CCOc1ccc2c(c1)C(C)CC(C)(C)N2,0,0,0,0,0,0,0,1,0,0,0,0
TOX25356,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0,0,0,0,0,,0,0,,0,,0
TOX3622,Nc1ccc(S(N)(=O)=O)cc1,0,0,0,0,1,0,0,0,0,0,0,0
TOX20290,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,0,0,0,,,,0,1,,0,0,0
TOX3621,O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c1c(Br)c(Br)c(Br)c2Br,0,0,0,0,0,0,0,0,1,0,0,0
TOX20296,O=C(O)c1c(Cl)ccc(Cl)c1Cl,0,0,0,0,0,0,0,1,0,0,0,0
TOX1526,O=C(O)CC(Cl)C(=O)O,0,0,0,0,0,1,0,0,1,0,0,0
TOX1524,N#CCCl,0,0,0,1,0,0,0,0,0,,0,0
TOX1520,CCCCOCCOCCOCCO,0,0,0,0,0,0,0,0,0,0,1,0
TOX10317,CC(=O)c1cc(C)oc1C,0,0,0,0,0,0,0,0,,0,0,0
TOX4738,C=C(C)C1CC=C(C)C(OC(C)=O)C1,0,0,0,0,0,0,0,0,0,0,0,0
TOX4739,C=C1CCC=C(C)CC[C@@H]2[C@@H]1CC2(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX4733,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX4736,C=C(C)C1CC=C(C)C(O)C1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7270,CCCCCCCCCCCCCCCO,0,0,0,0,0,0,0,0,0,0,0,0
TOX7279,[Mn+2],0,0,0,0,0,0,0,0,1,0,0,
TOX3966,CCC(C)Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX1740,CCCCO,,,0,0,0,0,0,,0,0,0,0
TOX759,CC1=CC(=O)CC(C)(C)C1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1032,CCCN(CCC)N=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX755,NNC(=O)c1ccncc1,0,0,0,0,0,0,0,1,0,0,0,0
TOX757,O=C(O)c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX13754,C=CC(=O)NC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX750,CC(C)CON=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX753,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX752,FC(F)OC(Cl)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,0,0
TOX24593,c1ccc(C[n+]2cccc3ccccc32)cc1,0,0,0,,0,,0,,1,0,0,0
TOX24591,CCCCN1C(=O)c2ccccc2C1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX24590,O=C1OC2(c3ccccc31)c1cc(Br)c(O)c(Br)c1Oc1c(Br)c(O)c(Br)cc12,,0,,,0,,,0,,,,0
TOX24597,Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,0,0,0,0,0,0,0,0,0,,0,0
TOX24595,CC(C)(C)C(=O)/C=C/c1ccc(Cl)cc1,0,0,0,0,0,,0,0,0,0,,0
TOX24599,CCCCCCCCOCCC#N,0,0,0,0,0,0,0,0,0,0,0,0
TOX24598,CC(C)(CO)C(O)C(=O)NCCCO,0,0,,0,0,0,0,0,0,0,0,0
TOX27866,Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,0,0,,1,,1,1,0,1,,0,0
TOX27867,CC(c1ccc(O)cc1)c1ccc(O)cc1,0,0,0,1,,1,0,0,1,1,0,0
TOX6275,CCCCC#N,0,0,0,0,0,0,0,0,0,0,0,0
TOX27862,COc1ccc(C(=O)c2cccc(O)c2)c(OC)c1,,0,0,1,0,1,0,1,0,1,0,0
TOX27863,CCCCCOC(=O)c1ccc(O)cc1,0,0,0,1,,1,,1,,1,0,1
TOX27860,CCn1cc[n+](C)c1.N#C[S-],0,0,0,0,0,0,0,0,0,0,0,0
TOX27861,CCCCCCCCCOC(=O)c1ccc(O)cc1,0,0,,1,,1,,0,,1,,0
TOX27868,CC(C)(c1ccccc1)c1ccccc1,0,0,0,0,0,,0,0,,0,0,0
TOX27869,Oc1ccc(C2(c3ccc(O)cc3)CC3CC2C2CCCC32)cc1,,0,,,1,1,,,1,,1,0
TOX5065,C[C@H]1[C@H]2[C@@H](O[C@]13CC[C@@H](C)CO3)[C@@H](O)[C@H]1[C@@H]3CC[C@H]4C[C@@H](O[C@@H]5O[C@H](CO)[C@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)C[C@]4(C)[C@H]3CC[C@]21C,,0,,,,,,,,1,,1
TOX5064,Nc1ccc(F)cc1F,0,0,0,0,0,0,0,,0,0,0,0
TOX5063,CCCCC(=O)N(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX1317,ClCC(Cl)(Cl)Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX5068,CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,0,0,0,0,0,0,0,1,0,0,0,0
TOX3385,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,0,0,0,0,0,0,,0,0,0,0,0
TOX3386,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c([O-])c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,0,0,,0,0,0,0,0,0,0,0,0
TOX3387,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0,0,0,0,0,0,0,0,,0,0,0
TOX3380,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,1,0,1,0,0,0,0,1,1,0,0
TOX570,O=C1O[C@H]([C@H](O)CO)C([O-])=C1O,0,0,0,,0,0,0,0,0,0,0,0
TOX573,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1,1,0,1,1,1,1,0,0,1,0,0
TOX572,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,0,0,0,0,0,0,0,0,,0,,0
TOX575,C=CCc1ccc(OC)cc1,0,0,0,,0,0,0,0,0,0,0,0
TOX577,CCc1cc(C(N)=S)ccn1,0,0,0,1,0,0,0,0,0,0,0,0
TOX576,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1,0,0,1,0,1,1,0,0,1,1,0
TOX2384,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,,0,,,1,,,,,,,
TOX2382,C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,0,0,0,1,0,1,1,0,1,1,1,0
TOX2381,CC[C@@H](c1ccc(O)cc1)[C@H](CC)c1ccc(O)cc1,0,0,,1,0,1,1,0,1,1,1,0
TOX3038,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX3039,NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,0,0,0,0,0,0,0,0,0,0,0,0
TOX3036,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,,,,,,,,,,,1,
TOX3037,C=C1C[C@H]2[C@@H]3CCC(=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)C=CC(=O)C=C12,1,1,0,1,1,0,0,0,1,0,0,0
TOX3035,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0,0,,0,0,0,1,0,,0,1,0
TOX3032,Cn1c2ncn(CCOC(=O)C(C)(C)Oc3ccc(Cl)cc3)c2c(=O)n(C)c1=O,0,0,0,0,0,0,0,0,,0,,0
TOX3033,CCOC(=O)c1cncn1C(C)c1ccccc1,0,0,0,0,0,,0,0,0,0,0,0
TOX3030,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,0,0,0,,,,0,,0,0,0,1
TOX3031,Cn1c2ncn(CCO)c2c(=O)n(C)c1=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX6606,Cc1ccccc1NC(=N)Nc1ccccc1C,0,0,0,0,0,,0,,0,0,0,0
TOX6605,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,0,0,0,0,0,0,0
TOX6602,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0,0,0,,,1,,0,0,,,0
TOX12405,CNC(=O)Oc1cccc(N=CN(C)C)c1,0,0,0,0,0,0,0,,1,0,0,0
TOX6600,O=C1OCCO1,0,0,0,0,0,0,0,0,0,0,0,0
TOX6608,C=C(CC(=O)O)C(=O)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX6609,CC(C)C(=O)OC(=O)C(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX25244,O=C1NCCN1c1ncc([N+](=O)[O-])s1,0,0,0,0,0,,0,0,,0,,0
TOX25245,Nc1nc2cc(Cl)ccc2o1,0,0,0,0,0,0,0,,0,0,0,0
TOX25240,CN(CCCCCCCCCCN(C)C(=O)Oc1ccccc1[N+](C)(C)C)C(=O)Oc1ccccc1[N+](C)(C)C,0,0,0,0,0,,0,0,,0,,0
TOX25248,COc1cc2cccnc2c(NC(C)CCCN)c1,0,0,0,,0,0,0,,,0,0,0
TOX287,Cc1ccc(Cl)cc1N,0,0,0,0,0,,0,0,0,0,0,0
TOX286,Cc1ccc(N)cc1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX285,CC(O)CCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX284,Nc1ccc(N)c(Cl)c1,,0,0,,,1,0,1,1,0,0,0
TOX283,Nc1ccc(Cl)cc1N,0,1,0,0,,1,0,1,1,0,0,1
TOX282,Nc1ccc(Cl)c(N)c1,0,0,0,0,0,0,0,1,,0,0,0
TOX281,O=[N+]([O-])c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX280,O=[N+]([O-])c1ccccc1Cl,0,,0,,0,0,0,0,0,0,0,0
TOX30270,COC(=O)C=C(C)N,,,,,,,,,0,,0,
TOX288,Cc1cc(Cl)ccc1N,0,0,0,0,0,0,0,1,0,0,1,0
TOX14803,COc1cnc(OC)n2nc(NS(=O)(=O)c3c(OCC(F)F)cccc3C(F)(F)F)nc12,0,0,0,0,0,0,0,0,0,0,0,0
TOX26539,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-],0,0,0,1,0,0,0,,,0,0,0
TOX9651,[Sr+2].O=C([O-])[O-],0,0,0,,0,0,0,0,0,0,,0
TOX26536,O=C(O)[C@@H]1CSCN1,,,,,,,,,0,,0,
TOX26535,CC(C)CCCC(C)N,,,,,,,,,,,0,
TOX26534,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,0,0,0,,0,0,0,,0,0,0,0
TOX9300,CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](OCCO)[C@H]1OCCO,0,0,0,0,1,0,0,0,1,0,0,0
TOX26531,OCc1ccccn1,,,,,,,,,1,,0,
TOX9653,N#C[S-],0,0,0,0,0,0,0,0,0,0,0,0
TOX22622,Cn1ccc2cc3c(cc21)CCN3C(=O)Nc1cccnc1,0,0,0,1,,,0,1,0,,0,1
TOX3371,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],,0,,,,,,1,,0,1,
TOX1899,Cc1ccccn1,0,0,0,0,0,0,0,0,,0,0,0
TOX1897,Cc1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1894,OC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1892,Cc1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX1890,CC(C)OC(C)C,0,0,0,0,0,0,0,0,0,0,0,0
TOX22195,O=C(O)COc1ccc2ccccc2c1,,0,0,0,0,0,0,,0,0,0,0
TOX22196,CCCCOC(=O)C(C)O,0,0,0,0,0,0,0,0,0,0,0,0
TOX22191,CNC(=S)NC,0,0,0,0,0,0,0,0,0,0,0,0
TOX22190,CCCCCCCCCC[N+](C)(C)[O-],0,0,0,0,0,,0,0,0,0,0,0
TOX22199,O=C1CCC(=O)N1Cl,0,0,0,0,0,0,0,0,0,0,0,0
TOX22198,CCCCNS(=O)(=O)c1ccc(C)cc1,0,0,0,0,0,0,0,0,0,0,0,0
TOX7803,CCN(CCN)c1cccc(C)c1,0,0,0,0,0,,0,0,0,0,0,0
TOX7802,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,0,0,0,,0,0,0,0,0,0,0,0
TOX7806,O=C([O-])CNc1ccccc1,0,0,0,0,0,0,0,,0,0,0,0
TOX7805,Cc1ccc2c(c1)C(=O)OC2=O,0,0,0,0,0,0,0,0,0,0,0,0
TOX7804,CC(C)(N)C#N,0,0,0,0,0,0,0,,0,0,0,0
TOX24409,ClCCCCCCCl,0,0,0,0,0,0,0,0,0,0,0,0
TOX24408,NCCN1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0
