smiles,u0_atom
CNCC=CCN,-1784.7
CNCC=CC#N,-1524.15
C=C(CN)CNC,-1783.46
C=C(C#N)CNC,-1522.57
CNCC(C)CN,-1926
CNCC(C)(C)N,-1929.49
CNCC(C)C#N,-1665.68
CNCC#CCN,-1628.06
CC=C1CCCC1,-1924.31
CNCC#CC#N,-1355.35
CNCCC(C)N,-1928.05
CNCCCC#N,-1666.65
CNCCCNC,-1920.17
[CH2][N]N(C)CC=C,-1615.47
C#CCN(C)[N][CH2],-1458.11
C=CC(=NC)NC,-1656.1
CNCC(C)NC,-1920.35
CNCCN1CC1,-1769.87
CN=C(C)N1CC1,-1640.83
CC=C1C=CC=C1,-1650.02
CN=C(C)N(C)C,-1790.76
C=CC(=N)N(C)C,-1648.91
C#CC(=N)N(C)C,-1493.1
C=CC(CN)NC,-1781.15
C#CC(CN)NC,-1625.64
C=CC(N)CNC,-1781.97
C#CC(N)CNC,-1625.13
CNCCN(C)C,-1914.18
CN(C)C(=N)C#N,-1399.98
CC=C1CC=CC1,-1783.61
CN(C=N)CC#N,-1403.06
CNC(C#N)C#N,-1260.42
[CH2][N]N(C)CC#N,-1366.13
C[N][CH]N1CC1C,-1638.54
C[N][CH]N1CCC1,-1646.61
C[N][CH]NC1CC1,-1652.99
CN(C=N)C1CC1,-1651.18
CNC(=N)C1CC1,-1659.71
C=CN(C)[CH][N]C,-1655.17
C[N][CH]NC(C)C,-1801.8
CC=C1C=CCC1,-1787.94
C=CCN[CH][N]C,-1653.71
C#CCN[CH][N]C,-1498.16
C=C(C)N(C)C=N,-1655.91
CC(C)=NN(C)C,-1771.21
[CH2]C=C[N]N(C)C,-1627.1
C#C[CH][N]N(C)C,-1463.11
CC=CC(=N)NC,-1665.67
CNC(=N)C(C)C,-1807.35
C=C(C)C(=N)NC,-1665.71
CCC1=CCCC1,-1926.84
CC1C2CCCC12,-1915.62
CC#CC(=N)NC,-1509.8
C=CCC(=N)NC,-1662.51
C#CCC(=N)NC,-1505.4
C#CC(=NC)NC,-1490.57
C[N][CH]NCC#N,-1406.29
CN(C)[N][CH]C#N,-1369
CNC(=N)CC#N,-1414.51
CN=C(C#N)NC,-1398.8
C#CC1CN1[N][CH2],-1320.04
CCC1=CC=CC1,-1788.55
[CH2][N]N1CC1C#N,-1227.88
CNn1cccc1,-1525.31
C=Nn1cccc1,-1389.88
[CH2][N]N1CCCC1,-1640.23
[CH2][N]N1CC=CC1,-1497.39
[CH2][N]NC1CCC1,-1625.21
[CH2][N]NCC1CC1,-1626.31
[CH2][N][N][CH]C1CC1,-1493.75
[CH2][N]N(C)C1CC1,-1616.05
CN[N][CH]C1CC1,-1628.14
CCC1=CCC=C1,-1789.02
C#CC[CH][N][N][CH2],-1340.23
C#CCCN[N][CH2],-1473.46
C=CC(C)=NNC,-1640.35
C#CC(C)=NNC,-1478.38
C[CH]C=C[N]NC,-1640.49
CN[N][CH]C(C)C,-1777.79
[CH2]C(C)=C[N]NC,-1638.11
CC#C[CH][N]NC,-1480.89
C=CC[CH][N]NC,-1631.81
C#CC[CH][N]NC,-1475.84
CCC1C=CC=C1,-1785.13
[CH2][N][N][CH]CC#N,-1248.43
C=NNC=CC#N,-1254.11
[CH2][N]NCCC#N,-1383.77
CNN=C(C)C#N,-1384.76
CN[N][CH]CC#N,-1384.66
C1=CC2C=CC1N2,-1497.17
C1=CC2NC2C=C1,-1511.06
NC12C=CC(C1)C2,-1622.65
NC12CCCC1C2,-1791.1
NC12CC=CC1C2,-1650.66
CCC1CC=CC1,-1923.91
NC12CCC(C1)C2,-1781.04
NC12CCNC1C2,-1657.96
NC12CCN(C1)C2,-1638.39
NC12CNCC1C2,-1657.13
NC12CNC(C1)C2,-1646.06
NC1C2C=CC1C2,-1619.78
NC1C2CCC1C2,-1785.36
NC1C2CCC1N2,-1648.21
NC1C2CCCC12,-1788.59
NC1C2C=CCC12,-1647.3
CCC1C=CCC1,-1923.88
NC1C2CCNC12,-1652.24
NC1C2CNC1C2,-1649.46
NC1C2CNCC12,-1651.81
NC1C2C=CC1N2,-1481.53
NC1CC1C1CC1,-1770.09
NC1(C2CC2)CC1,-1767.71
NC1CC1C1CN1,-1637.29
NC1(C2CN2)CC1,-1637.48
C=CCC1CC1N,-1773.13
C#CCC1CC1N,-1616.05
CC=CC1CC1C,-1902.7
NC1CC1N1CC1,-1631.9
NC1CC2CC1C2,-1783.86
NC1CC2CC1N2,-1641.44
NC1CC2CC2C1,-1788.8
[NH][C]1CC2CC2N1,-1536.52
NC1CC2CN2C1,-1651.96
NC1CC2NC2C1,-1656.49
C=CC1(N)CCC1,-1767.04
C#CC1(N)CCC1,-1611.47
C=CC1CC(N)C1,-1768.81
CC#CC1CC1C,-1753.26
C#CC1CC(N)C1,-1614.67
C=CC1CCC1N,-1766.55
C#CC1CCC1N,-1615.27
NC1CCC2CC12,-1788.36
NC1C=CC2CC12,-1646.43
[NH][C]1CCC2CN12,-1524.31
[NH]C1=C[CH]C2CN12,-1383
NC1CCC2NC12,-1653.13
NC1C=CC2NC12,-1514.99
C=C1CC=CC1N,-1651.43
C=CCC1CCC1,-1899.42
C=C1C=CCC1N,-1657.91
C=C1CCCC1N,-1794.58
NC1CCCC1N,-1809.1
NC1C=CCC1N,-1667.33
Nc1ccccc1,-1561.96
NC1CCCCC1,-1942.37
NC1C=CCC=C1,-1656.91
NC1C=CC=CC1,-1656.46
C=C1C=CC(N)C1,-1657.66
NC1CC=CCC1,-1800.9
C#CCC1CCC1,-1744.57
C=C1CCC(N)C1,-1796.26
NC1C=CCCC1,-1798.47
N=C1CCCCN1,-1685.95
N=C1CC=CCN1,-1543.11
N=C1CCC=CN1,-1548.18
NC1CCCNC1,-1805.58
NC1CCC(N)C1,-1809.16
NC1CCN2CC12,-1652.58
CC=CC1CCC1,-1900.44
CC1CC1C1CC1,-1897.95
NC1CCNCC1,-1807.38
NC1C=CC(N)C1,-1667.02
NC1CN2CC1C2,-1640.39
C=CC1(N)CNC1,-1632.7
C#CC1(N)CNC1,-1477.52
C=CC1C(N)C1N,-1642.93
C#CC1C(N)C1N,-1489.33
C=CC1NCC1N,-1631.25
C#CC1NCC1N,-1477.53
C=C(C)C1CCC1,-1899.34
NC1CNC2CC12,-1652.23
C=C1CNCC1N,-1660.25
NC1C=CCNC1,-1663.65
[NH][C]1NC2CC1C2,-1518.86
N=C1NCC2CC12,-1538.11
[NH]C1=C[CH]CCN1,-1544.93
C=CC1CC1CN,-1770.53
C#CC1CC1CN,-1616.92
NCC1CC1CN,-1787.65
N#CC1CC1C#N,-1262.45
CC#CC1CCC1,-1750.91
NCC1CCC1N,-1781.62
NCC1CCCC1,-1935.49
N#CC1CCCC1,-1675.41
N#CC1=CCCC1,-1537.67
N#CC1=CC=CC1,-1400.79
N#CC1=CCC=C1,-1398.58
N#CC1C=CC=C1,-1391.8
N#CC1CC=CC1,-1533.39
N#CC1C=CCC1,-1532.72
NCC1=CCCC1,-1796.24
C=CCCC1CC1,-1900.09
NCC1=CC=CC1,-1657.9
NCC1=CCC=C1,-1658.13
NCC1C=CC=C1,-1655.55
NCC1CC=CC1,-1794.67
NCC1C=CCC1,-1794.78
NCC1CCCN1,-1803.14
N#CC1CCCN1,-1539.58
N#Cc1ccc[nH]1,-1292.91
NCc1ccc[nH]1,-1551.59
NCC1CCNC1,-1802.11
C#CC(=C)C1CC1,-1602.64
N#CC1CCNC1,-1540.62
N#CC1=CCNC1,-1401.89
NCC1=CCNC1,-1661.05
NCC1CC(N)C1,-1786.48
N#Cc1cc[nH]c1,-1293.74
NCc1cc[nH]c1,-1551.13
N#Cc1cc[nH]n1,-1157.45
N#CC1CC=NN1,-1264.02
N#CC1=CNCC1,-1411.09
NCC1(CN)CC1,-1786.22
C=CC=CC1CC1,-1761.54
N#CC1CN=CN1,-1281.77
N#CC1C=NN=C1,-1120.81
N#CC1C=NNC1,-1262.96
N#Cc1cn[nH]c1,-1159.08
C=CC1NC1CN,-1637.77
C#CC1NC1CN,-1481.87
N#CC1NC1C#N,-1123.59
N#CC1C=CCN1,-1395.68
NCC1(N)CCC1,-1788.61
C=CC(=C)C1CC1,-1761.47
NCC1C=CCN1,-1660.65
N#CC1=NCCN1,-1280.74
N#CC1=NNCC1,-1268.82
N#CC1=NN=CC1,-1126.99
NCCC1CC1N,-1786.7
NCCC1CCC1,-1914.95
N#CCC1CCC1,-1655.06
NCCC1CCN1,-1784.1
N#CCC1CCN1,-1524.28
C=CC#CC1CC1,-1608.86
NCCC1CNC1,-1777.89
N#CCC1CNC1,-1517.99
NCCC1(N)CC1,-1787.54
NCCCC1CC1,-1914.87
N#CCCC1CC1,-1655.49
N#CC=CC1CC1,-1511.72
N#CC#CC1CC1,-1348.33
C=CC(N)C1CC1,-1772.45
C#CC(N)C1CC1,-1613.79
NCC=CC1CC1,-1771.89
C#CCCC1CC1,-1745.24
C=C(CN)C1CC1,-1771.22
NCC#CC1CC1,-1619.05
NCCCC1CN1,-1782.57
N#CCCC1CN1,-1522.92
N#CC=CC1CN1,-1378.45
N#CC#CC1CN1,-1211.76
C=CC(N)C1CN1,-1639.34
C#CC(N)C1CN1,-1480.36
NCC=CC1CN1,-1639.2
C=C(CN)C1CN1,-1639.72
C#CC=CC1CC1,-1603.11
NCC#CC1CN1,-1484.2
C=CCC(N)C=C,-1773.89
C#CC(N)CC=C,-1615.99
C#CCC(N)C=C,-1617.85
C#CCC(N)C#C,-1459.37
C=CCC=CCN,-1775.27
C#CCC=CCN,-1618.72
C=CCC(=C)CN,-1774.48
C#CCC(=C)CN,-1618
C=CC(C=C)CN,-1772.22
C#CC#CC1CC1,-1442.81
CC1(C2CC2)CC1,-1897.56
C#CC(C=C)CN,-1615.75
C#CC(C#C)CN,-1455.13
C=CCC#CCN,-1619.53
C#CCC#CCN,-1461.62
C=CC=CCCN,-1780.45
C#CC=CCCN,-1622.31
C=CC(=C)CCN,-1778.48
C#CC(=C)CCN,-1621.15
C=CC#CCCN,-1625.21
C#CC#CCCN,-1459.28
CC=CCC1CC1,-1903.18
C=CCCCCN,-1917.65
C#CCCCCN,-1762.34
NCCCCCN,-1933.09
N#CC=CCC#N,-1264.86
N#CC#CCC#N,-1093.99
N#CCCCC#N,-1410.47
C=CC(C#N)=CN,-1400.47
C#CC(C#N)=CN,-1243.93
C=CC(N)=CC#N,-1402.03
NCC=CCCN,-1791.01
CC=C(C)C1CC1,-1902.82
C=C(CN)CCN,-1790.38
NCC#CCCN,-1636.51
NCCCN1CC1,-1776.32
C#C[C]([NH])N1CC1,-1341.96
N#CCCN1CC1,-1516.14
N#CC=CN1CC1,-1375.43
C#CC(N)=CC#N,-1243.84
C=CC(CN)CN,-1787.75
C#CC(CN)CN,-1632.12
C=CC(N)CCN,-1787.86
C=C(C)CC1CC1,-1902.84
C#CC(N)CCN,-1631.36
N#CC(C#N)=CN,-1150.99
N#CC=C(N)C#N,-1148.4
NCCN1CCC1,-1776.58
N#CCN1CCC1,-1513.26
NCCNC1CC1,-1780.74
N#CCNC1CC1,-1518.24
NCC(N)C1CC1,-1787.53
C=CCC(N)CN,-1789.61
C#CCC(N)CN,-1633.95
C=CC(C)C1CC1,-1900.22
C=CCNCCN,-1782.15
C#CCNCCN,-1625.21
N#CCNCC#N,-1269.63
N#C[C]([NH])N1CC1,-1248.98
N#C[CH][N]N1CC1,-1228.07
C#CC1CN1C=N,-1338.98
N#CC1CN1C=N,-1245.71
N=Cn1cccc1,-1416.3
[NH][CH]N1CCCC1,-1678.31
[NH][CH]N1CC=CC1,-1535.79
CC(C)=CC1CC1,-1904.48
N=CN1C=CCC1,-1537.44
N=CNC1CCC1,-1657.65
N=CNCC1CC1,-1659.68
C#CCCNC=N,-1507.42
C=CC(=C)C(=N)N,-1523.27
C#CC(C)C1CC1,-1743.65
C=CC#CC(=N)N,-1371.8
C#CC#CC(=N)N,-1204.42
N#CCCNC=N,-1416.53
N#CC#CC(=N)N,-1108.39
CC#CCC1CC1,-1749.12
NN=C1CCCC1,-1659.18
NN=C1C=CC=C1,-1380.76
NN=C1CC=CC1,-1516.77
NN=C1C=CCC1,-1521.71
N[N][CH]C1CCC1,-1632.05
N[N][CH]CC1CC1,-1633.22
C=CC(C=C)=NN,-1497.53
C#CC(C=C)=NN,-1337.15
C#CC(C#C)=NN,-1187.29
CCC=CC1CC1,-1901.11
C=C[CH]C=C[N]N,-1505.19
C#C[CH]C=C[N]N,-1344.81
[CH2]C(C=C)=C[N]N,-1497.92
C#CC([CH2])=C[N]N,-1338.92
C=CC#C[CH][N]N,-1346.69
C#CC#CC=NN,-1179.93
C=CCC[CH][N]N,-1635.57
C#CCC[CH][N]N,-1478.87
C1C2CC1C1OC21,-1534.63
C1=CC2CC(C2)O1,-1569.44
C=C(CC)C1CC1,-1900.79
C1C2CC2C2OC12,-1430.71
C1C2CC3C1C3O2,-1585.6
C1C2OC1C1CC21,-1535.9
C1C2OC1C1OC21,-1325.68
C1C2OC2C2OC12,-1359.16
C1C2OC3C1C3O2,-1378.05
C1C2OC3CC3C12,-1454.58
C1=COC2CC2O1,-1311.19
C1=COC2(C1)CC2,-1574.89
C1=COC2(CC2)O1,-1364.97
CCC#CC1CC1,-1750.87
CC1CC2CC1C2,-1911.41
C1CC1C1COC1,-1693.51
C1CC1CC1CO1,-1694.03
C1CC1OC1CC1,-1687.28
C1CC2CC1CO2,-1732.12
C1CC2CC2CO1,-1710.76
C1CC2(CC2)CO1,-1712.54
C1CC2CCC1O2,-1735.24
C1CC2CC(C1)O2,-1716.33
C1CC2CCC2O1,-1682.88
C1CC2CC(C2)O1,-1707.66
C#CCC(=C)C#C,-1447.48
C1=CC2CCC2O1,-1575.19
C1CC2(CO1)CO2,-1509.54
C1CC2COC2C1,-1681.51
c1occ2c1CC2,-1430.48
C1CC2COCC12,-1686.99
C1=CC2CCC1O2,-1583.8
C1=CC2OC2CC1,-1579.67
C1CC2OC2CO1,-1513.84
C1CC2OCC1O2,-1532.81
C1CC2OCC2O1,-1467.54
C#CCC=CC=C,-1608.07
C1CC(C2CO2)C1,-1694.39
C1CCC2(C1)CO2,-1717.33
C1=CC2CC(C1)O2,-1571.29
C1CCC2OC2C1,-1673.84
C1=CCC2OC2C1,-1531.32
C1=CCCOCC1,-1715.55
C1=CCCOC=C1,-1584.63
C1=COCCCC1,-1719.92
C1CCCOCC1,-1856.83
C1=COC=CCC1,-1580.39
C#CCC(=C)C=C,-1605.92
C1=COCOCC1,-1516.64
C1CC(C2CC2)O1,-1696.51
C1CC(C2CO2)O1,-1490.43
C1=COC2CC2C1,-1530.54
C1CCOCOC1,-1658.86
C1COC2(C1)CC2,-1714.43
C1COC2CC2C1,-1710.51
C1COC2CC2O1,-1500.36
C1COC2(CC2)O1,-1509.06
C1=CCOCCC1,-1715.65
C=CC(C=C)C=C,-1755.39
C1=COCCOC1,-1511.16
C1COCCOC1,-1651.27
C1=COCCCO1,-1513.69
C1=CCC2(C1)CO2,-1575.75
C1OC1CC1CO1,-1490.08
C1=CC2CC1CO2,-1581.59
C1OC2CC1CO2,-1531.76
C1=CC2CC2OC1,-1569.15
C1OC2CCC2O1,-1473.63
C1OC2CC(C2)O1,-1499.33
C#CC(C=C)C=C,-1598.57
C1=CC2OCC2C1,-1577.22
C1=CC2COC2C1,-1577.68
C1=CC2OCC2O1,-1373.74
C1OC2COC1C2,-1525.84
[CH]1O[CH][C]2OC[C]12,-1200.23
C1=CC2OCC1O2,-1378.2
C1OCC1C1CO1,-1488.77
C1OCC2CC1C2,-1710.18
C1OCC2CC1O2,-1505.37
C1OCC2CC2O1,-1506.06
C#CC(C#C)C=C,-1439.08
C1OCC2(CC2)O1,-1508.99
C1OCC2OCC12,-1470.39
C1=CC2CC2CO1,-1578.53
C1=CC2OC2CO1,-1374.43
C1=CCOC=CC1,-1575.41
C1=CCOCC=C1,-1576.36
C1=COCOC=C1,-1385.24
C1=CCOCOC1,-1514.13
C1=COC=COC1,-1372.16
CC12CC1CCO2,-1713.77
C#CCC#CC=C,-1447.48
CC12CC1C=CO2,-1575.58
CC12CC1OCO2,-1507.13
CC12CCCC1O2,-1720.63
CC12CC=CC1O2,-1574.88
CC12CCC(C1)O2,-1711.57
CC12CC(CO1)C2,-1705.85
CC12C=CC(C1)O2,-1547.79
CC12CCOC1C2,-1711.75
CC12COCC1C2,-1713.33
CC12COC(C1)C2,-1703.44
C=CC=CCC=C,-1764.37
CC12COCC1O2,-1513.21
CC1C2CCC1O2,-1707.74
CC1C2CCOC12,-1709.71
CC1C2COC1C2,-1700.64
CC1C2COCC12,-1710.69
CC1C2C=CC1O2,-1543.54
CC1C2C=COC12,-1572.06
CC1C2OCOC12,-1503.32
CC1CC1C1CO1,-1693.77
CC1(C2CO2)CC1,-1693.59
C#CC=CCC=C,-1606.49
CC1CC1CCO,-1846.72
CC1CC1(C)CO,-1847.67
CC(=O)C1CC1C,-1720.34
CC1CC1CC=O,-1715.58
CC1CC1C(=O)O,-1541.15
C=COC1CC1C,-1696.44
CC1CC1(O)CO,-1647.58
CC1CC1OC=O,-1527.71
CC1CC2CC1O2,-1706.79
C=C1CC2CC1O2,-1558.57
C=CCC(=C)C=C,-1761.93
CC1CC2CC2C1,-1916.97
C1C2CC1C1CC21,-1741.42
CC1=CC2CC1O2,-1547.7
CC1CC2CC2O1,-1712.7
C=C1CC2CC2O1,-1573.8
CC1=CC2CC2O1,-1574.79
CC1CC2OC2C1,-1715.72
C=C1CC2OC2C1,-1574.63
CC1=CC2OC2C1,-1572.44
CC1CCC1CO,-1846.59
CC1(C)CC1CO,-1847.74
CC1(C)CC1(C)O,-1848.46
C#CC(=C)CC=C,-1604.33
CC1(C=O)CCC1,-1710.63
CC1C(C)C1CO,-1846.85
CC1C(C)C1(C)O,-1845.96
CC1C(C)C1C=O,-1715.03
CC1CC(C=O)C1,-1712.85
CC1CCC1(C)O,-1852.75
CC1CCC1C=O,-1714.71
CC1CCC2OC12,-1714.78
C=C1CCC2OC12,-1568.85
C=C1C=CC2OC12,-1425.03
C=CC#CCC=C,-1608.46
CC1=CCC2OC12,-1570.77
CC1C=CC2OC12,-1570.44
CC1CCCC1O,-1866.95
C=C1C=CCC1=O,-1463.66
C=C1CC=CC1=O,-1464.9
C=C1CCCC1=O,-1602.05
CC1=CCCC1O,-1729.65
CC1=CC=CC1O,-1585.58
CC1=CC=CC1=O,-1458.24
CC1=CCCC1=O,-1610.81
C#CC#CCC=C,-1442.24
CC1(C)CCC1O,-1850.55
CC1(C)CCC1=O,-1726.57
CC1C=CCC1O,-1726.87
CC1C=CCC1=O,-1600.58
CC1CC=CC1O,-1726.63
CC1CC=CC1=O,-1605.99
CC1CC(C)C1O,-1850.31
CC1CC(C)C1=O,-1726.01
CC1CCCC1=O,-1743.81
Cc1ccc(C)o1,-1607.36
C=CCCCC=C,-1902.2
CC1CCCCO1,-1864.23
C=C1CCCCO1,-1724.71
C=C1CC=CCO1,-1580.61
C=C1CCC=CO1,-1581.91
C=C1CCC(=C)O1,-1588
CC1=CCCCO1,-1728.49
CC1=CC=CCO1,-1585.29
C=C1C=C(C)OC1,-1590.27
CC1=CCC=CO1,-1590.23
C=C1CC=C(C)O1,-1590.04
C#CCCCC=C,-1746.72
CC1(C)CCCO1,-1865.22
CC1(C)CC=CO1,-1726.64
CC1CC=CCO1,-1721.5
CC1=CCC(C)O1,-1728.41
C=C1COC(C)C1,-1720.37
CC1=COC(C)C1,-1727.03
CC1CC(C)(C)O1,-1853.06
CC1CCC=CO1,-1727.05
C=C1CCC(C)O1,-1727.44
CC1CCC(C)O1,-1866.88
C#CC(C#C)C#C,-1277.49
CC1CCCOC1,-1863.32
C=C1CCCOC1,-1720.57
C=C1CCC(=O)C1,-1599.06
CC1=CCCOC1,-1722.49
CC1=C(C)COC1,-1723.77
CC1=CC=COC1,-1583.94
[CH2]C1=C[C](C)CO1,-1590.78
CC1=CCC(=O)C1,-1603.82
CC1=CCC(O)C1,-1731.09
CC1(C)CCOC1,-1861.33
C#CC=CCC#C,-1449.2
CC1(C)CC(=O)C1,-1726.03
CC1(C)CC(O)C1,-1849.53
CC1CC(C)(O)C1,-1850.56
CC1CC(CO)C1,-1846.75
CC1CCC(=O)C1,-1743.6
CC1CCC(O)C1,-1867.06
Cc1ccc(O)o1,-1408.88
C=C1CCC(=O)O1,-1414.66
CC1=CCC(=O)O1,-1417.93
CC1(C)CC(=O)O1,-1549.26
C#CC#CCC#C,-1283.19
CC1CC(CO)O1,-1648.41
CC1CCC(=O)O1,-1559.6
C=CC1(C)CCO1,-1700.7
C#CC1(C)CCO1,-1544.06
C=CC1CC(C)O1,-1702.2
C#CC1CC(C)O1,-1544.56
CC1(C=O)CCO1,-1509.18
CC1CC(C=O)O1,-1510.34
Cc1ccoc1C,-1604.99
CC1CCOC1C,-1864.42
C#CCCCC#C,-1591.49
C=C1CCOC1=C,-1582.74
C=C1OCC=C1C,-1590.76
C=C1OC=CC1C,-1584.85
CC1CC(=O)C1C,-1725.4
CC1CC(O)C1C,-1848
C=C1OCCC1C,-1725.09
Cc1ccoc1O,-1406.28
C=C1C=COC1=O,-1273.69
C=C1CCOC1=O,-1413.17
CC1=CCOC1=O,-1422.05
C=CC(C=C)=CC,-1763.5
CC1(C)CC1(C)C,-2046.51
CC1(C)C(O)C1O,-1642.9
CC1(C)COC1=O,-1544.19
CC1C=COC1=O,-1412.53
CC1CC(=O)C1O,-1525.05
CC1CC(O)C1O,-1651.31
CC1CC(O)C1=O,-1521.74
CC1CCOC1=O,-1557.24
CC1CCOCC1,-1862.81
C=C1CCOCC1,-1721.9
C=C1C=COC=C1,-1453.51
C#CC(C=C)=CC,-1610.77
C=C1C=CC(=O)C1,-1465.91
C=C1C=COCC1,-1588.6
CC1=CCOCC1,-1721.81
CC1=C(C)OCC1,-1727.42
CC1=CC(=O)CC1,-1610.53
CC1=CC(=O)C=C1,-1458.75
CC1=CC(O)CC1,-1730.77
CC1=CC(O)C=C1,-1585.6
CC1=CCOC=C1,-1583.76
CC1(C)C=COC1,-1722.42
CC=C(C)C(C)C,-2049.55
CC1(CCO)CC1,-1846.98
CC1C=COC=C1,-1586.43
CC1C=CC(=O)C1,-1605.4
CC1C=CC(O)C1,-1726.04
CC1C=COCC1,-1726.01
Cc1cc(O)co1,-1405.33
CC1CCOCO1,-1661.64
C=C1CCOCO1,-1521.3
C=C1CC(=O)CO1,-1395.16
CC1=CCOCO1,-1525.14
C=C(C)C(C)=CC,-1908.75
CC1=C(C)OCO1,-1521.56
CC1=CC(O)CO1,-1530.42
CC1(C)COCO1,-1661.83
CC1(CCO)CO1,-1647.04
CC1CC(=O)CO1,-1537.44
CC1CC(O)CO1,-1665.64
CC1=CC(=O)OC1,-1421.58
CC1(C2CC2)CO1,-1696.12
CC1(C2CO2)CO1,-1491.75
CC1(C)OC1(C)C,-1849.7
CC#CC(C)=CC,-1759.05
C=CC1(C)COC1,-1695.1
C#CC1(C)COC1,-1542.04
CC1C(O)C1(C)C,-1844.38
C=CC1C(C)C1O,-1699.28
C#CC1C(C)C1O,-1543.41
CC1COC1(C)C,-1848.78
C=CC1OCC1C,-1699.52
C#CC1OCC1C,-1541.37
CC1COC1CO,-1646.83
CC1(C)OC1CO,-1648.94
C=CCC(C)=CC,-1906.2
CC1(C=O)COC1,-1509.03
CC1C(O)C1CO,-1644.06
CC1C(O)C1(C)O,-1642.5
CC1C(O)C1C=O,-1513.64
CC1COC1C=O,-1508.99
CC1COC2CC12,-1709.2
C=C1COC2CC12,-1567.33
CC1=COC2CC12,-1573.16
Cc1cocc1C,-1602.41
CC1COCC1C,-1861.77
C#CCC(C)=CC,-1750.1
C=C1COCC1=C,-1575.68
C=C1COC=C1C,-1588.03
CC1=COCC1C,-1722.95
C=C1COCC1C,-1718.06
Cc1cocc1O,-1402.8
CC1COCC1O,-1661.7
C=C1COCC1=O,-1392.04
CC1=COCC1O,-1526.57
CC1(C)OCC1O,-1650.6
CC1(C)OCC1=O,-1524.29
C#CC(C#C)=CC,-1450.99
CC1(CO)CC1O,-1646.88
CC1C(O)CC1O,-1649.87
CC1C(=O)CC1O,-1525.55
CC1COCC1=O,-1535.24
Cc1coc(C)c1,-1605.05
C=C1CC=COC1,-1579.47
C=C1COC(=C)C1,-1580.3
C=C1C=CCOC1,-1581.53
CC1=COCCC1,-1727.47
CC1=COC=CC1,-1589.08
CC=CC=C(C)C,-1915.63
C=C1CC(C)=CO1,-1587.61
CC1=COCC=C1,-1581.77
CC1(C)C=CCO1,-1722.74
CC1(CO)CCC1,-1846.33
CC1CC=COC1,-1724.97
C=C1CC(C)CO1,-1724.94
CC1COC(C)C1,-1863.9
CC1=CC(C)CO1,-1727.3
CC1C=CCOC1,-1720.47
CC1COCCO1,-1656.57
C=CC=CC=CC,-1774.23
C=C1COCCO1,-1515.17
C=C1COC=CO1,-1376.17
CC1=COCCO1,-1522.68
CC1=COC=CO1,-1378.41
CC1(C)OCCO1,-1664.97
CC1(C)OC=CO1,-1522.11
CC1(CO)CCO1,-1648
CC1COC=CO1,-1522.24
CC1COC(C)O1,-1665.09
Cc1coc(O)c1,-1407.25
C#CC=CC=CC,-1615.95
CC1C(C)C1(C)C,-2046.14
CC1COCOC1,-1661.16
C=C1COCOC1,-1516.27
C=C1COC(=O)C1,-1411.69
CC1=COCOC1,-1521.24
CC1=COC(=O)C1,-1415.1
CC1(CO)COC1,-1643.43
CC1COC(=O)C1,-1556.99
CC1OC1C1CC1,-1696.59
CC1OC1C1CO1,-1491.51
C=C(C)C1OC1C,-1701.45
C=CC(=C)C=CC,-1765.39
C=CCC1OC1C,-1698.97
C#CCC1OC1C,-1542.15
CC1OC1CCO,-1644.47
CC1OC1(C)CO,-1648.73
CC(=O)C1OC1C,-1515.76
CC1OC1CC=O,-1513.66
CC1OC2CC1C2,-1702.71
C=C1OC2CC1C2,-1558.4
CC1OC2CC2O1,-1508.09
CC1OCC1(C)C,-1846.74
C#CC(=C)C=CC,-1612.57
C=CC1COC1C,-1697.99
C#CC1COC1C,-1545.09
CC1OCC1CO,-1645.94
CC1(O)CC1CO,-1649.31
CC1(O)CC1(C)O,-1652.25
CC1OCC1(C)O,-1650.82
CC1OCC1C=O,-1512.15
CC1OCC2CC21,-1712.83
C=C1OCC2CC12,-1576.48
CC1OCC2OC12,-1510.24
CC=CC(C)=CC,-1914.37
C=C1OCC2OC12,-1367.72
[CH2]c1ccoc1[CH2],-1447.61
CC1C=COC1C,-1724.9
C=C1C=COC1C,-1587.54
CC1OC(C)C1C,-1849.38
CC1=CCOC1C,-1722.67
C=C1CCOC1C,-1720.62
Cc1occc1O,-1405.15
CC1OCCC1O,-1664.11
C=C1OC=CC1=O,-1265.81
CC=CC(C)(C)C,-2050.29
C=C1OCCC1=O,-1398.48
CC1(O)CCC1O,-1653.45
CC1(O)CCC1=O,-1525.59
CC1OC=CC1O,-1527.58
CC1OC(C)C1O,-1650.84
CC1OC(C)C1=O,-1524.51
CC1OCCC1=O,-1537.92
C=C1C=CC=CO1,-1452.95
[CH2]c1ccc([CH2])o1,-1455.06
C=C1C=CCCO1,-1587.05
C=CC(C)C=CC,-1904.97
CC1(O)CCCC1,-1869.61
CC1(O)C=CC=C1,-1584.73
CC1(O)CC=CC1,-1728.29
CC1(O)C=CCC1,-1729.11
CC1C=CC=CO1,-1585.2
C=C1C=CC(C)O1,-1589.17
CC1C=CC(C)O1,-1723.12
CC1=CC(C)OC1,-1724.44
CC1C=CCCO1,-1722.13
CC1OCCCO1,-1662.11
C#CC(C)C=CC,-1747.8
CC1=COC(C)O1,-1523.06
CC1OC=CCO1,-1525.9
C=C1COC(C)O1,-1524.13
CC1(O)CCOC1,-1665.52
CC1(O)CC(=O)C1,-1527.51
